id,number,playlist_id,tvg_id,display_name,group,group_order,fav_order,uri,logo,description,tvg_shift,favorite,user_agent
469,469,0,'diery (2020) [3.9]','DieRy (2020) [3.9]','Baru 2020',20,0,'http://akus.my.id/vod4/238?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','https://img2.nf21.net/uploads/2020/09/282-tt8991400.jpg',,0.0,0,''
470,470,0,'the haunting of margam castle (2020) [3.8]','The Haunting of Margam Castle (2020) [3.8]','Baru 2020',20,0,'http://akus.my.id/vod4/271?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','https://img2.nf21.net/uploads/2020/09/832-tt10648146.jpg',,0.0,0,''
471,471,0,'you’re not alone (2020) [3.8]','You’re Not Alone (2020) [3.8]','Baru 2020',20,0,'http://akus.my.id/vod4/354?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','https://img2.nf21.net/uploads/2020/08/224-tt6332158.jpg',,0.0,0,''
472,472,0,'deported (2020) [3.7]','Deported (2020) [3.7]','Baru 2020',20,0,'http://akus.my.id/vod4/538?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','https://img2.nf21.net/uploads/2020/07/59-tt4344624.jpg',,0.0,0,''
473,473,0,'scary bride (2020) [3.7]','Scary Bride (2020) [3.7]','Baru 2020',20,0,'http://akus.my.id/vod4/47?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','https://img2.nf21.net/uploads/2020/10/665-tt10498022.jpg',,0.0,0,''
474,474,0,'let’s scare julie (2020) [3.7]','Let’s Scare Julie (2020) [3.7]','Baru 2020',20,0,'http://akus.my.id/vod4/94?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','https://img2.nf21.net/uploads/2020/10/129-tt8547768.jpg',,0.0,0,''
475,475,0,'skinned (2020) [3.6]','Skinned (2020) [3.6]','Baru 2020',20,0,'http://akus.my.id/vod4/235?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','https://img2.nf21.net/uploads/2020/09/685-tt9214950.jpg',,0.0,0,''
476,476,0,'paradise z (2020) [3.5]','Paradise Z (2020) [3.5]','Baru 2020',20,0,'http://akus.my.id/vod4/20?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','https://img2.nf21.net/uploads/2020/10/816-tt12409568.jpg',,0.0,0,''
477,477,0,'the dinner party (2020) [3.5]','The Dinner Party (2020) [3.5]','Baru 2020',20,0,'http://akus.my.id/vod4/563?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','https://img2.nf21.net/uploads/2020/07/942-tt10358198.jpg',,0.0,0,''
478,478,0,'intersect (2020) [3.3]','Intersect (2020) [3.3]','Baru 2020',20,0,'http://akus.my.id/vod4/202?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','https://img2.nf21.net/uploads/2020/09/916-tt4205718.jpg',,0.0,0,''
479,479,0,'work it (2020) [3.2]','Work It (2020) [3.2]','Baru 2020',20,0,'http://akus.my.id/vod4/382?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','https://img2.nf21.net/uploads/2020/08/895-tt10276470.jpg',,0.0,0,''
480,480,0,'i am vengeance: retaliation (2020) [3.1]','I Am Vengeance: Retaliation (2020) [3.1]','Baru 2020',20,0,'http://akus.my.id/vod4/369?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','https://img2.nf21.net/uploads/2020/08/949-tt8972556.jpg',,0.0,0,''
481,481,0,'i am fear (2020) [3.0]','I Am Fear (2020) [3.0]','Baru 2020',20,0,'http://akus.my.id/vod4/1114?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','https://img2.nf21.net/uploads/2020/03/336-mddy5j2lprd3hmq6qu07dnrmucz.jpg',,0.0,0,''
482,482,0,'disturbing the peace (2020) [3.0]','Disturbing the Peace (2020) [3.0]','Baru 2020',20,0,'http://akus.my.id/vod4/1181?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','https://img2.nf21.net/uploads/2020/02/22-mjzbquum79vuzbmb4l402cvislo.jpg',,0.0,0,''
483,483,0,'365 days (2020) [2.9]','365 Days (2020) [2.9]','Baru 2020',20,0,'http://akus.my.id/vod4/912?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','https://img2.nf21.net/uploads/2020/04/54-im0jkivtvyxynkvnzoyd6efbqye.jpg',,0.0,0,''
484,484,0,'bone breaker (2020) [2.9]','Bone Breaker (2020) [2.9]','Baru 2020',20,0,'http://akus.my.id/vod4/950?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','https://img2.nf21.net/uploads/2020/04/73-8ns7xsbjqt0lm1ayqhtcyfcrx6q.jpg',,0.0,0,''
485,485,0,'welcome to the circle (2020) [2.8]','Welcome to the Circle (2020) [2.8]','Baru 2020',20,0,'http://akus.my.id/vod4/17?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','https://img2.nf21.net/uploads/2020/11/638-film-welcome-to-the-circle-2020-lk21.jpg',,0.0,0,''
486,486,0,'shifter (2020) [2.8]','Shifter (2020) [2.8]','Baru 2020',20,0,'http://akus.my.id/vod4/390?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','https://img2.nf21.net/uploads/2020/08/717-tt11685574.jpg',,0.0,0,''
487,487,0,'dead voices (2020) [2.6]','Dead Voices (2020) [2.6]','Baru 2020',20,0,'http://akus.my.id/vod4/513?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','https://img2.nf21.net/uploads/2020/07/919-tt10437542.jpg',,0.0,0,''
488,488,0,'archive (2020) [-]','Archive (2020) [-]','Baru 2020',20,0,'http://akus.my.id/vod4/512?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','https://img2.nf21.net/uploads/2020/07/397-tt6882604.jpg',,0.0,0,''
489,489,0,'money plane (2020) [-]','Money Plane (2020) [-]','Baru 2020',20,0,'http://akus.my.id/vod4/514?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','https://img2.nf21.net/uploads/2020/07/179-tt7286966.jpg',,0.0,0,''
490,490,0,'black is king (2020) [-]','Black Is King (2020) [-]','Baru 2020',20,0,'http://akus.my.id/vod4/259?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','https://img2.nf21.net/uploads/2020/09/120-tt12607910.jpg',,0.0,0,''
491,491,0,'secrets of the saqqara tomb (2020) [-]','Secrets of the Saqqara Tomb (2020) [-]','Baru 2020',20,0,'http://akus.my.id/vod4/4?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','https://img2.nf21.net/uploads/2020/11/860-tt13150630.jpg',,0.0,0,''
492,492,0,'zhang sanfeng 2: tai chi master (2020) [-]','Zhang Sanfeng 2: Tai Chi Master (2020) [-]','Baru 2020',20,0,'http://akus.my.id/vod4/263?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','https://img2.nf21.net/uploads/2020/09/958-zhang-sanfeng-2-tai-ji-tian-shi.jpg',,0.0,0,''
493,493,0,'freaks: you’re one of us (2020) [-]','Freaks: You’re One of Us (2020) [-]','Baru 2020',20,0,'http://akus.my.id/vod4/264?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','https://img2.nf21.net/uploads/2020/09/607-tt12875782.jpg',,0.0,0,''
494,494,0,'greyhound (2020) [-]','Greyhound (2020) [-]','Baru 2020',20,0,'http://akus.my.id/vod4/521?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','https://img2.nf21.net/uploads/2020/07/520-tt6048922.jpg',,0.0,0,''
495,495,0,'dreamkatcher (2020) [-]','Dreamkatcher (2020) [-]','Baru 2020',20,0,'http://akus.my.id/vod4/777?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','https://img2.nf21.net/uploads/2020/05/599-mv5bytu1ywy5mditymjinc00nzdkltlmzjgtmjblyji2ngizymi0xkeyxkfqcgdeqxvymda4nzmyoa.v1sx300.jpg',,0.0,0,''
496,496,0,'devil’s night: dawn of the nain rouge (2020) [-]','Devil’s Night: Dawn of the Nain Rouge (2020) [-]','Baru 2020',20,0,'http://akus.my.id/vod4/522?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','https://img2.nf21.net/uploads/2020/07/565-tt7086730.jpg',,0.0,0,''
497,497,0,'mucho mucho amor (2020) [-]','Mucho Mucho Amor (2020) [-]','Baru 2020',20,0,'http://akus.my.id/vod4/527?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','https://img2.nf21.net/uploads/2020/07/200-tt11378264.jpg',,0.0,0,''
498,498,0,'qi men dun jia (2020) [-]','Qi Men Dun Jia (2020) [-]','Baru 2020',20,0,'http://akus.my.id/vod4/272?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','https://img2.nf21.net/uploads/2020/09/289-tt12008944.jpg',,0.0,0,''
499,499,0,'sarah cooper everythings fine (2020) [-]','Sarah Cooper Everythings Fine (2020) [-]','Baru 2020',20,0,'http://akus.my.id/vod4/23?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','https://img2.nf21.net/uploads/2020/10/783-aaaabdffnjfsdsjx1ycgbt4zavxcgbglh-ygsgstjcpfje2nm38d13grif-k59z0-46gh60uzuyehxmwoldw79qrgumxe7ttvolbyfrkxws1hdtwzxh2a4cn2kug.jpg',,0.0,0,''
500,500,0,'clownery (2020) [-]','Clownery (2020) [-]','Baru 2020',20,0,'http://akus.my.id/vod4/24?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','https://img2.nf21.net/uploads/2020/10/618-tt9178004.jpg',,0.0,0,''
501,501,0,'tom segura: ball hog (2020) [-]','Tom Segura: Ball Hog (2020) [-]','Baru 2020',20,0,'http://akus.my.id/vod4/1048?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','https://img2.nf21.net/uploads/2020/03/124-cjrt6pyrgxnvvxjlgbzax0xf1la.jpg',,0.0,0,''
502,502,0,'kizoku kourin prince of legend (2020) [-]','Kizoku Kourin Prince of Legend (2020) [-]','Baru 2020',20,0,'http://akus.my.id/vod4/25?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','https://img2.nf21.net/uploads/2020/10/827-tt12137428-3.jpg',,0.0,0,''
503,503,0,'beastie boys story (2020) [-]','Beastie Boys Story (2020) [-]','Baru 2020',20,0,'http://akus.my.id/vod4/796?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','https://img2.nf21.net/uploads/2020/04/253-3nd0ngyawktnxfnha6dpwu8ybt7.jpg',,0.0,0,''
504,504,0,'sayonara made no 30-bun (2020) [-]','Sayonara made no 30-bun (2020) [-]','Baru 2020',20,0,'http://akus.my.id/vod4/29?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','https://img2.nf21.net/uploads/2020/10/229-tt10857048.jpg',,0.0,0,''
505,505,0,'xl: the temptation of christ (2020) [-]','XL: The Temptation of Christ (2020) [-]','Baru 2020',20,0,'http://akus.my.id/vod4/803?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','https://img2.nf21.net/uploads/2020/04/46-2rohkurruf53cmj65dnrdfaypvc.jpg',,0.0,0,''
506,506,0,'extraction (2020) [-]','Extraction (2020) [-]','Baru 2020',20,0,'http://akus.my.id/vod4/810?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','https://img2.nf21.net/uploads/2020/04/929-extraction2020film.png',,0.0,0,''
507,507,0,'yours sincerely\, kanan gill (2020) [-]','Yours Sincerely\, Kanan Gill (2020) [-]','Baru 2020',20,0,'http://akus.my.id/vod4/813?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','https://img2.nf21.net/uploads/2020/04/966-66rvi8lm209w5mklwdylex0xinh.jpg',,0.0,0,''
508,508,0,'nanti kita cerita tentang hari ini (2020) [-]','Nanti Kita Cerita Tentang Hari Ini (2020) [-]','Baru 2020',20,0,'http://akus.my.id/vod4/559?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','https://img2.nf21.net/uploads/2020/07/780-nanti-kita-cerita-tentang-hari-ini.jpg',,0.0,0,''
509,509,0,'shepard (2020) [-]','Shepard (2020) [-]','Baru 2020',20,0,'http://akus.my.id/vod4/1072?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','https://img2.nf21.net/uploads/2020/03/89-es84fmlgmxw74yluomvkyeijnki.jpg',,0.0,0,''
510,510,0,'marc maron: end times fun (2020) [-]','Marc Maron: End Times Fun (2020) [-]','Baru 2020',20,0,'http://akus.my.id/vod4/1074?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','https://img2.nf21.net/uploads/2020/03/942-dzelkl2j9nwr3ggtzkchcnsr0ly.jpg',,0.0,0,''
511,511,0,'the willoughbys (2020) [-]','The Willoughbys (2020) [-]','Baru 2020',20,0,'http://akus.my.id/vod4/822?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','https://img2.nf21.net/uploads/2020/04/984-dkgv8t3inb5envdg0jeh2l6ttq9.jpg',,0.0,0,''
512,512,0,'sadak 2 (2020) [-]','Sadak 2 (2020) [-]','Baru 2020',20,0,'http://akus.my.id/vod4/311?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','https://img2.nf21.net/uploads/2020/09/383-tt7886848.jpg',,0.0,0,''
513,513,0,'axcellerator (2020) [-]','Axcellerator (2020) [-]','Baru 2020',20,0,'http://akus.my.id/vod4/831?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','https://img2.nf21.net/uploads/2020/04/581-wicyosqohbd8vrmxzrxschtogjp.jpg',,0.0,0,''
514,514,0,'mortal kombat legends: scorpion’s revenge (2020) [-]','Mortal Kombat Legends: Scorpion’s Revenge (2020) [-]','Baru 2020',20,0,'http://akus.my.id/vod4/851?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','https://img2.nf21.net/uploads/2020/04/364-mortal-1.jpg',,0.0,0,''
515,515,0,'warkop dki reborn 4 (2020) [-]','Warkop DKI Reborn 4 (2020) [-]','Baru 2020',20,0,'http://akus.my.id/vod4/86?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','https://img2.nf21.net/uploads/2020/10/586-warkop-dki-reborn-4-2020.jpg',,0.0,0,''
516,516,0,'date a bullet: zenpen dead or bullet (2020) [-]','Date A Bullet: zenpen Dead or Bullet (2020) [-]','Baru 2020',20,0,'http://akus.my.id/vod4/93?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','https://img2.nf21.net/uploads/2020/10/906-tt12350118-2.jpg',,0.0,0,''
517,517,0,'getaway girls (2020) [-]','Getaway Girls (2020) [-]','Baru 2020',20,0,'http://akus.my.id/vod4/862?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','https://img2.nf21.net/uploads/2020/04/462-glg7bteiaoqoa3eafk8xiadsuew.jpg',,0.0,0,''
518,518,0,'all the bright places (2020) [-]','All the Bright Places (2020) [-]','Baru 2020',20,0,'http://akus.my.id/vod4/1119?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','https://img2.nf21.net/uploads/2020/03/963-4safxumkqiw4rebiwkvzjpjn80i.jpg',,0.0,0,''
519,519,0,'you’ve got this (2020) [-]','You’ve Got This (2020) [-]','Baru 2020',20,0,'http://akus.my.id/vod4/97?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','https://img2.nf21.net/uploads/2020/10/304-tt13118012.jpg',,0.0,0,''
520,520,0,'the unfamiliar (2020) [-]','The Unfamiliar (2020) [-]','Baru 2020',20,0,'http://akus.my.id/vod4/353?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','https://img2.nf21.net/uploads/2020/08/912-tt8109470.jpg',,0.0,0,''
521,521,0,'choked: paisa bolta hai (2020) [-]','Choked: Paisa Bolta Hai (2020) [-]','Baru 2020',20,0,'http://akus.my.id/vod4/614?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','https://img2.nf21.net/uploads/2020/06/431-tt11651780.jpg',,0.0,0,''
522,522,0,'becky (2020) [-]','Becky (2020) [-]','Baru 2020',20,0,'http://akus.my.id/vod4/615?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','https://img2.nf21.net/uploads/2020/06/752-tt10314450.jpg',,0.0,0,''
523,523,0,'max and me (2020) [-]','Max and Me (2020) [-]','Baru 2020',20,0,'http://akus.my.id/vod4/104?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','https://img2.nf21.net/uploads/2020/10/422-tt9070798.jpg',,0.0,0,''
524,524,0,'silence (2020) [-]','Silence (2020) [-]','Baru 2020',20,0,'http://akus.my.id/vod4/105?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','https://img2.nf21.net/uploads/2020/10/147-tt9605894-2.jpg',,0.0,0,''
525,525,0,'seized (2020) [-]','Seized (2020) [-]','Baru 2020',20,0,'http://akus.my.id/vod4/106?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','https://img2.nf21.net/uploads/2020/10/897-tt7221772.jpg',,0.0,0,''
526,526,0,'shooting heroin (2020) [-]','Shooting Heroin (2020) [-]','Baru 2020',20,0,'http://akus.my.id/vod4/876?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','https://img2.nf21.net/uploads/2020/04/380-shooting-heroin-2020.jpg',,0.0,0,''
527,527,0,'rentang kisah (2020) [-]','Rentang Kisah (2020) [-]','Baru 2020',20,0,'http://akus.my.id/vod4/109?token=WGs1bjlkMXU3WVAxVDZUanAwOHNaZlJNSS9WOFU5aG5vbjdXV25oMHYyU2tXZjErdk04dmpVMUNReFJCUXczOHZ6YUNKZjNTSkRpemxZMC9HNnh3K1E9PQ==','https://img2.nf21.net/uploads/2020/10/205-rentang-kisah-2020.jpg',,0.0,0,''
